C,CLC,BC,EC,SPL,PC,IC,SC,AC,PR,KC,media_tempo
0.3197313275754898,0.3733979245465234,0.001417228963645836,0.0167849414096625,2.737527344671542,-0.22123286380455437,0.0022009641135459427,1.2179540916863311e+29,0.003985729054575884,0.0008169934640522876,14.794934640522875,7302.21
