C,CLC,BC,EC,SPL,PC,IC,SC,AC,PR,KC,media_tempo
0.6936681827147667,0.6609320176455169,0.00023599686663931948,0.0030833539008012566,5.82323968635486,0.4616224667525836,0.0013525550794291027,125179.05808633755,0.027629787239542965,0.0006844626967830287,3.2114989733059547,200000.0
