C,CLC,BC,EC,SPL,PC,IC,SC,AC,PR,KC,media_tempo
0.06750771494491796,0.1731588661348997,0.004026924527287805,0.011736146992347127,5.928955621400273,-0.010732167465416697,0.0005947046469271622,20.324019456909657,0.009203641239509883,0.0008156606851549762,2.2928221859706364,19725.95
