C,CLC,BC,EC,SPL,PC,IC,SC,AC,PR,KC,media_tempo
0.16247585409898985,0.395095231298886,0.0022835049021358387,0.010703132678197795,5.082367356151353,0.07823020802233897,0.000796728169238257,2040.8498706437151,0.01243230988778502,0.001144164759725403,1.794050343249428,200000.0
