C,CLC,BC,EC,SPL,PC,IC,SC,AC,PR,KC,media_tempo
0.005834980451250501,0.200926196964263,0.004885171921205802,0.019568271349480387,5.0400371788372,-0.16048401858688385,0.0009511079093213373,6.504093907680936,0.009883293294540652,0.001206272617611582,2.138721351025332,4392.06
