C,CLC,BC,EC,SPL,PC,IC,SC,AC,PR,KC,media_tempo
0.2201760865041161,0.28197348493250496,0.0023041839233558115,0.01764459873252464,3.606032017315423,0.07820096256581396,0.0015802818387412462,928566.9125528698,0.005235080734410137,0.0008826125330979684,5.348631950573698,6155.37
