C,CLC,BC,EC,SPL,PC,IC,SC,AC,PR,KC,media_tempo
0.016731564857629593,0.10529812478802127,0.011629407659036941,0.007208932686071554,18.37129402879815,0.12668357398536312,0.00015627356493287764,2.936071445473183,0.028963276296330234,0.0008517887563884167,1.6396933560477003,200000.0
